lexeme,stratum,det_flag,diagnostic,op,sentence,flag,needs_realization
chesty,adjective,,postpositive,judgment,The something chesty happened.,note_postpositive,
chesty,adjective,,predeterminer_position,both,Chesty the something happened.,,
chesty,adjective,,determiner_function,both,Chesty something happened.,,
chesty,adjective,,fused_head,both,Someone saw chesty.,,
chesty,adjective,,partitive_of,both,Chesty of the somethings happened.,,
chesty,adjective,,un_prefix,both,Something was unchesty.,orthographic_un,
chesty,adjective,,ly_adverb_base,both,Something happened chesty+ly.,,morphology+ly
chesty,adjective,,ness_nominalization,both,The chesty+ness of something.,,morphology+ness
chesty,adjective,,seem_complement,both,Something seemed chesty.,,
chesty,adjective,,become_complement,both,Something became chesty.,,
chesty,adjective,,coordination_with_adj,judgment,Something was old and chesty.,,
chesty,adjective,,fronting_pp,judgment,"Chesty something, something happened.",,
chesty,adjective,,stranding,judgment,The something that something was chesty __,,
half-past,adjective,,very_mod,both,Something was very half-past.,,
half-past,adjective,,too_mod,both,Something was too half-past.,,
half-past,adjective,,comparative_more,both,Something was more half-past than something else.,,
half-past,adjective,,inflectional_comparison,both,Something was half-past+er than something else.,,morphology+er
half-past,adjective,,right_mod,judgment,Something was right half-past.,,
half-past,adjective,,enough_postposed,judgment,Something was half-past enough.,,
half-past,adjective,,enough_preposed,judgment,Something was enough half-past.,,
half-past,adjective,,np_complement,both,Something was half-past something.,,
half-past,adjective,,gerund_gap_complement,judgment,Something was half-past doing.,,
half-past,adjective,,attributive,both,The half-past something happened.,,
half-past,adjective,,predicative_be,both,Something was half-past.,,
half-past,adjective,,postpositive,judgment,The something half-past happened.,note_postpositive,
half-past,adjective,,predeterminer_position,both,Half-past the something happened.,,
half-past,adjective,,determiner_function,both,Half-past something happened.,,
half-past,adjective,,fused_head,both,Someone saw half-past.,,
half-past,adjective,,partitive_of,both,Half-past of the somethings happened.,,
half-past,adjective,,un_prefix,both,Something was unhalf-past.,orthographic_un,
half-past,adjective,,ly_adverb_base,both,Something happened half-past+ly.,,morphology+ly
half-past,adjective,,ness_nominalization,both,The half-past+ness of something.,,morphology+ness
half-past,adjective,,seem_complement,both,Something seemed half-past.,,
half-past,adjective,,become_complement,both,Something became half-past.,,
half-past,adjective,,coordination_with_adj,judgment,Something was old and half-past.,,
half-past,adjective,,fronting_pp,judgment,"Half-past something, something happened.",,
half-past,adjective,,stranding,judgment,The something that something was half-past __,,
cutesy,adjective,,very_mod,both,Something was very cutesy.,,
cutesy,adjective,,too_mod,both,Something was too cutesy.,,
cutesy,adjective,,comparative_more,both,Something was more cutesy than something else.,,
cutesy,adjective,,inflectional_comparison,both,Something was cutesy+er than something else.,,morphology+er
cutesy,adjective,,right_mod,judgment,Something was right cutesy.,,
cutesy,adjective,,enough_postposed,judgment,Something was cutesy enough.,,
cutesy,adjective,,enough_preposed,judgment,Something was enough cutesy.,,
cutesy,adjective,,np_complement,both,Something was cutesy something.,,
cutesy,adjective,,gerund_gap_complement,judgment,Something was cutesy doing.,,
cutesy,adjective,,attributive,both,The cutesy something happened.,,
cutesy,adjective,,predicative_be,both,Something was cutesy.,,
cutesy,adjective,,postpositive,judgment,The something cutesy happened.,note_postpositive,
cutesy,adjective,,predeterminer_position,both,Cutesy the something happened.,,
cutesy,adjective,,determiner_function,both,Cutesy something happened.,,
cutesy,adjective,,fused_head,both,Someone saw cutesy.,,
cutesy,adjective,,partitive_of,both,Cutesy of the somethings happened.,,
cutesy,adjective,,un_prefix,both,Something was uncutesy.,orthographic_un,
cutesy,adjective,,ly_adverb_base,both,Something happened cutesy+ly.,,morphology+ly
cutesy,adjective,,ness_nominalization,both,The cutesy+ness of something.,,morphology+ness
cutesy,adjective,,seem_complement,both,Something seemed cutesy.,,
cutesy,adjective,,become_complement,both,Something became cutesy.,,
cutesy,adjective,,coordination_with_adj,judgment,Something was old and cutesy.,,
cutesy,adjective,,fronting_pp,judgment,"Cutesy something, something happened.",,
cutesy,adjective,,stranding,judgment,The something that something was cutesy __,,
self-taught,adjective,,very_mod,both,Something was very self-taught.,,
self-taught,adjective,,too_mod,both,Something was too self-taught.,,
self-taught,adjective,,comparative_more,both,Something was more self-taught than something else.,,
self-taught,adjective,,inflectional_comparison,both,Something was self-taught+er than something else.,,morphology+er
self-taught,adjective,,right_mod,judgment,Something was right self-taught.,,
self-taught,adjective,,enough_postposed,judgment,Something was self-taught enough.,,
self-taught,adjective,,enough_preposed,judgment,Something was enough self-taught.,,
self-taught,adjective,,np_complement,both,Something was self-taught something.,,
self-taught,adjective,,gerund_gap_complement,judgment,Something was self-taught doing.,,
self-taught,adjective,,attributive,both,The self-taught something happened.,,
self-taught,adjective,,predicative_be,both,Something was self-taught.,,
self-taught,adjective,,postpositive,judgment,The something self-taught happened.,note_postpositive,
self-taught,adjective,,predeterminer_position,both,Self-taught the something happened.,,
self-taught,adjective,,determiner_function,both,Self-taught something happened.,,
self-taught,adjective,,fused_head,both,Someone saw self-taught.,,
self-taught,adjective,,partitive_of,both,Self-taught of the somethings happened.,,
self-taught,adjective,,un_prefix,both,Something was unself-taught.,orthographic_un,
self-taught,adjective,,ly_adverb_base,both,Something happened self-taught+ly.,,morphology+ly
self-taught,adjective,,ness_nominalization,both,The self-taught+ness of something.,,morphology+ness
self-taught,adjective,,seem_complement,both,Something seemed self-taught.,,
self-taught,adjective,,become_complement,both,Something became self-taught.,,
self-taught,adjective,,coordination_with_adj,judgment,Something was old and self-taught.,,
self-taught,adjective,,fronting_pp,judgment,"Self-taught something, something happened.",,
self-taught,adjective,,stranding,judgment,The something that something was self-taught __,,
waxy,adjective,,very_mod,both,Something was very waxy.,,
waxy,adjective,,too_mod,both,Something was too waxy.,,
waxy,adjective,,comparative_more,both,Something was more waxy than something else.,,
waxy,adjective,,inflectional_comparison,both,Something was waxy+er than something else.,,morphology+er
waxy,adjective,,right_mod,judgment,Something was right waxy.,,
waxy,adjective,,enough_postposed,judgment,Something was waxy enough.,,
waxy,adjective,,enough_preposed,judgment,Something was enough waxy.,,
waxy,adjective,,np_complement,both,Something was waxy something.,,
waxy,adjective,,gerund_gap_complement,judgment,Something was waxy doing.,,
waxy,adjective,,attributive,both,The waxy something happened.,,
waxy,adjective,,predicative_be,both,Something was waxy.,,
waxy,adjective,,postpositive,judgment,The something waxy happened.,note_postpositive,
waxy,adjective,,predeterminer_position,both,Waxy the something happened.,,
waxy,adjective,,determiner_function,both,Waxy something happened.,,
waxy,adjective,,fused_head,both,Someone saw waxy.,,
waxy,adjective,,partitive_of,both,Waxy of the somethings happened.,,
waxy,adjective,,un_prefix,both,Something was unwaxy.,orthographic_un,
waxy,adjective,,ly_adverb_base,both,Something happened waxy+ly.,,morphology+ly
waxy,adjective,,ness_nominalization,both,The waxy+ness of something.,,morphology+ness
waxy,adjective,,seem_complement,both,Something seemed waxy.,,
waxy,adjective,,become_complement,both,Something became waxy.,,
waxy,adjective,,coordination_with_adj,judgment,Something was old and waxy.,,
waxy,adjective,,fronting_pp,judgment,"Waxy something, something happened.",,
waxy,adjective,,stranding,judgment,The something that something was waxy __,,
aught,adjective,,very_mod,both,Something was very aught.,,
aught,adjective,,too_mod,both,Something was too aught.,,
aught,adjective,,comparative_more,both,Something was more aught than something else.,,
aught,adjective,,inflectional_comparison,both,Something was aught+er than something else.,,morphology+er
aught,adjective,,right_mod,judgment,Something was right aught.,,
aught,adjective,,enough_postposed,judgment,Something was aught enough.,,
aught,adjective,,enough_preposed,judgment,Something was enough aught.,,
aught,adjective,,np_complement,both,Something was aught something.,,
aught,adjective,,gerund_gap_complement,judgment,Something was aught doing.,,
aught,adjective,,attributive,both,The aught something happened.,,
aught,adjective,,predicative_be,both,Something was aught.,,
aught,adjective,,postpositive,judgment,The something aught happened.,note_postpositive,
aught,adjective,,predeterminer_position,both,Aught the something happened.,,
aught,adjective,,determiner_function,both,Aught something happened.,,
aught,adjective,,fused_head,both,Someone saw aught.,,
aught,adjective,,partitive_of,both,Aught of the somethings happened.,,
aught,adjective,,un_prefix,both,Something was unaught.,orthographic_un,
